node1,node2,flow,AFRC,class
10905,28257,1.0,2,0
8257,26014,1.0,2,0
10906,28258,1.0,2,0
18885,36753,1.0,2,0
18534,18744,-1.0,2,0
18611,36417,1.0,2,0
34,8207,-1.0,-81,1
18619,36420,1.0,2,0
2336,8205,-1.0,-8,1
3649,4516,1.0,-8,1
11010,28354,1.0,2,0
18623,36421,1.0,2,0
4513,18609,-1.0,-7,1
18608,36415,1.0,2,0
3358,18622,-1.0,-5,1
18624,36425,1.0,2,0
18658,36461,1.0,2,0
99,18641,-1.0,-34,1
18655,36460,1.0,2,0
18651,36457,1.0,2,0
18638,36444,1.0,2,0
18636,36440,1.0,2,0
3944,18635,-1.0,-11,1
18629,19494,1.0,6,0
2349,18628,-1.0,-6,1
6869,18603,-1.0,-13,1
18602,36408,1.0,2,0
18568,36365,1.0,2,0
18563,36362,1.0,2,0
18552,36350,1.0,2,0
11225,18550,-1.0,-9,1
18574,36369,1.0,2,0
18598,36398,1.0,-11,1
18595,36395,1.0,2,0
1745,18594,-1.0,-6,1
12017,18588,-1.0,-9,1
10999,23229,1.0,-6,1
3612,18719,-1.0,-7,1
18718,36568,1.0,2,0
3575,23168,1.0,2,0
18723,36573,1.0,2,0
18713,36563,1.0,2,0
18712,36562,1.0,2,0
18710,36560,1.0,2,0
18707,36538,1.0,2,0
10973,22475,1.0,2,0
8212,8888,1.0,-6,1
18735,36582,1.0,2,0
18743,36584,1.0,2,0
18724,36575,1.0,2,0
18729,36579,1.0,2,0
279,18725,-1.0,-6,1
5472,18705,-1.0,-7,1
18704,36535,1.0,2,0
2987,3611,-1.0,-25,1
1865,18680,-1.0,-8,1
10990,28330,1.0,2,0
18678,19276,1.0,-7,1
18674,36491,1.0,2,0
11039,18703,-1.0,2,0
82,18669,-1.0,-33,1
1832,18662,-1.0,-12,1
18661,36469,1.0,2,0
18683,36499,1.0,2,0
9847,18701,-1.0,-6,1
18699,36532,1.0,2,0
18693,36527,1.0,2,0
18692,36524,1.0,2,0
16194,18689,-1.0,-7,1
3005,18686,-1.0,-8,1
5011,18948,-1.0,-5,1
18950,36822,1.0,2,0
5635,19214,-1.0,-10,1
19213,37169,1.0,2,0
3065,19211,-1.0,-13,1
19209,37162,1.0,2,0
19207,37159,1.0,2,0
4316,19201,-1.0,-5,1
19218,24916,1.0,-5,1
14095,19200,-1.0,-6,1
19196,37149,1.0,2,0
7720,19216,-1.0,2,0
19221,37172,1.0,2,0
252,19229,-1.0,-16,1
773,19235,-1.0,-109,1
19234,37204,1.0,2,0
10761,26681,1.0,2,0
19232,37203,1.0,2,0
19231,37198,1.0,2,0
19228,37195,1.0,2,0
19227,37194,1.0,2,0
8318,19503,1.0,-9,1
8317,26049,1.0,2,0
308,19192,-1.0,-39,1
4483,19190,-1.0,-15,1
2647,3217,-1.0,-16,1
10579,19164,-1.0,-5,1
19158,37097,1.0,2,0
8187,19189,-1.0,-6,1
12909,19156,-1.0,-5,1
10794,28162,1.0,2,0
6434,19153,-1.0,-7,1
10271,19152,-1.0,-6,1
19167,37108,1.0,2,0
10786,28153,1.0,3,0
2987,10780,-1.0,-17,1
19173,37113,1.0,2,0
7203,19240,-1.0,3,0
19149,37084,1.0,2,0
3113,8963,1.0,-12,1
10727,28103,1.0,2,0
1425,19301,-1.0,-23,1
