node1,node2,flow,AFRC,class
364,10989,-0.5604982206405694,-20,1
365,109001,0.2659194895564002,-14,1
366,10338,-0.2055202887832484,-62,1
367,1352,0.0587430443230485,-52,1
144,1663,-0.0208404339310763,-65,1
368,13005,0.0789001122334455,-46,1
28,157,-0.0139281902842352,-261,1
369,108978,-0.1012934520359612,-45,1
370,510,-0.0641853502620541,-9,1
258,18136,-0.1965810533961143,-38,1
371,479,-0.0539720564950465,-44,1
373,22186,-0.7393364928909952,-24,1
374,1281,0.2277710729984388,-43,1
376,108990,-0.0579158412934021,-24,1
162,9280,0.1443139678615574,-56,1
4,235,-0.1228530277454051,-15,1
234,377,0.1529348758744902,-36,1
35,16521,-0.0647324616286808,-286,1
55,1275,-0.0173703470951416,-53,1
57,78,-0.1399631792575361,-110,1
20,2713,-0.0175591909165163,-134,1
128,526,0.0904598643542049,-86,1
378,21059,0.3855820105820106,-8,1
379,109002,0.3077073898761403,-21,1
139,109003,-0.2262536873156342,-23,1
380,8003,0.2183140512979786,-31,1
255,477,0.0432662591967939,-40,1
138,381,0.0326002678508493,-129,1
285,48285,0.1037675892806218,-34,1
212,299,0.070357115662834,-135,1
35,21049,0.013855981765288,-304,1
129,2220,0.0523554330007937,-152,1
383,17914,0.1337283392530405,-22,1
152,101207,-0.0156636009167485,-46,1
384,6661,0.0386433375107423,-45,1
28,343,-0.0159161674563903,-227,1
385,551,0.0866729657647802,-55,1
386,40616,0.0448579705963672,-18,1
387,84266,0.0396333356490409,-26,1
193,388,0.290435335239911,-31,1
35,389,0.0136910296014155,-304,1
390,6481,-0.060300287766217,-48,1
391,13259,0.1690091653501196,-50,1
392,6592,0.2675419422760855,-33,1
170,109005,-0.1720007694445038,-26,1
393,109006,0.3875373452838241,-12,1
153,2289,-0.6398872445384073,-13,1
394,109007,0.5562384757221881,-12,1
395,1943,-0.0622350229147066,-19,1
396,485,-0.0468552835341053,-56,1
397,25594,-0.4509217737917289,-24,1
299,16574,-0.0668402252189664,-106,1
20,385,0.0155848551354658,-139,1
314,398,0.1011401522299804,-35,1
79,399,-0.1256288429290106,-126,1
400,15134,-0.1345362336267802,-12,1
401,714,-0.0760312861134767,-147,1
24,3274,0.011424132046155,-90,1
74,87,0.028108548508398,-162,1
403,69811,0.276115631618695,-64,1
404,1042,-0.1483031022817246,-9,1
235,20021,0.125809175344779,-37,1
107,1950,0.0224943196162585,-143,1
32,23584,0.0249097274613952,-23,1
405,976,-0.033898045679303,-32,1
216,406,0.0480696442089326,-60,1
304,407,0.1684772004588976,-11,1
117,408,-0.2585361317940827,-6,1
409,1117,-0.0063344654045658,-41,1
101,410,0.0962045652392938,-60,1
411,5552,0.1847984965546043,-37,1
270,412,0.0597327213822894,-26,1
272,413,-0.0092815123202369,-111,1
3,8,0.0010713584608498,-95,1
306,414,-0.0649030960036838,-32,1
415,6195,-0.084543908884998,-64,1
416,1258,-0.0590846793041947,-54,1
306,417,-0.1552215074771114,-26,1
418,102971,-0.3542836027540788,-51,1
35,419,-0.0820052321501024,-265,1
