node1,node2,flow,degree,class
60,6444,0.00390625,281,0
60,6447,0.00390625,240,0
60,6510,0.0078125,253,0
60,6511,0.0078125,256,0
60,6513,0.02734375,317,0
60,6521,0.00390625,279,0
14,61,-0.0232558139534883,275,0
61,172,0.0077519379844961,233,0
61,496,0.0077519379844961,276,0
61,605,0.003875968992248,231,0
61,929,0.0116279069767441,271,0
61,935,0.0155038759689922,273,0
61,981,0.0077519379844961,252,0
61,1324,0.0581395348837209,266,0
61,1334,0.065891472868217,291,0
61,1336,0.0116279069767441,270,0
61,1347,0.0155038759689922,278,0
61,1369,0.0077519379844961,252,0
61,1489,0.0077519379844961,249,0
61,1515,0.0348837209302325,269,0
61,1877,0.003875968992248,256,0
61,2065,0.003875968992248,264,0
61,2069,0.003875968992248,284,0
61,2071,0.0193798449612403,269,0
61,2300,0.003875968992248,294,0
61,2429,0.0232558139534883,285,0
61,2430,0.0503875968992248,250,0
61,2842,0.003875968992248,261,0
61,2845,0.0310077519379844,304,0
61,3149,0.003875968992248,252,0
61,3288,0.0155038759689922,257,0
61,3290,0.003875968992248,269,0
61,3292,0.003875968992248,272,0
61,3295,0.0116279069767441,241,0
61,3301,0.003875968992248,277,0
61,4122,0.003875968992248,295,0
61,4132,0.0077519379844961,263,0
61,4577,0.0271317829457364,299,0
61,4578,0.0232558139534883,271,0
61,4579,0.003875968992248,283,0
61,4580,0.003875968992248,271,0
61,4581,0.0116279069767441,270,0
61,4582,0.0077519379844961,270,0
61,4583,0.0193798449612403,251,0
61,4584,0.0193798449612403,292,0
61,4586,0.003875968992248,277,0
61,4587,0.0193798449612403,280,0
61,4602,0.003875968992248,275,0
61,4603,0.003875968992248,256,0
61,4611,0.0077519379844961,280,0
61,4613,0.003875968992248,267,0
61,4616,0.003875968992248,266,0
61,4737,0.003875968992248,277,0
61,4738,0.0193798449612403,272,0
61,4739,0.003875968992248,270,0
61,4740,0.003875968992248,288,0
61,4742,0.0116279069767441,267,0
61,5742,0.0116279069767441,294,0
61,5743,0.0465116279069767,280,0
61,5745,0.0116279069767441,301,0
61,5772,0.0155038759689922,254,0
61,5775,0.0426356589147286,285,0
61,5776,0.0155038759689922,293,0
61,5777,0.0116279069767441,266,0
61,5780,0.0077519379844961,255,0
61,5781,0.0348837209302325,290,0
61,5782,0.0232558139534883,256,0
61,5823,0.0271317829457364,285,0
61,5880,0.0155038759689922,274,0
61,6169,0.0077519379844961,279,0
61,6171,0.0116279069767441,293,0
61,6252,0.0155038759689922,267,0
61,6253,0.0155038759689922,257,0
62,1338,0.0546875,246,0
62,2404,0.015625,244,0
