node1,node2,flow
13034,25641,1.0
13035,25642,1.0
1732,14519,1.0
9091,3553,1.0
6865,17340,1.0
13036,7092,1.0
9086,16568,1.0
13039,10540,1.0
13040,18100,1.0
13041,25649,1.0
6870,5914,1.0
13042,25650,1.0
13043,25652,1.0
13044,10423,1.0
13045,25653,1.0
6871,18402,1.0
13046,25654,1.0
1722,1922,1.0
9118,3078,1.0
12999,9024,1.0
12998,7218,1.0
6775,18309,1.0
12960,8419,1.0
6778,18312,1.0
6779,18314,1.0
9169,19897,1.0
12963,25544,1.0
9168,20926,1.0
9167,20925,1.0
12964,25547,1.0
12965,25548,1.0
6782,18316,1.0
9165,1561,1.0
9164,20922,1.0
6784,18319,1.0
12966,25550,1.0
12967,921,1.0
12969,11093,1.0
12970,25552,1.0
12971,25553,1.0
12972,25554,1.0
9162,19842,1.0
9161,20494,1.0
12974,25556,1.0
12975,25557,1.0
6776,6267,1.0
6774,13702,1.0
9119,20882,1.0
12958,25539,1.0
6761,18298,1.0
6762,17362,1.0
9186,20940,1.0
12943,25522,1.0
9185,20939,1.0
9184,20938,1.0
9179,20935,1.0
9178,4118,1.0
6766,9415,1.0
12945,17209,1.0
6767,5666,1.0
12946,25529,1.0
6768,18303,1.0
12947,25530,1.0
12950,25531,1.0
9174,3976,1.0
12951,25533,1.0
12952,25534,1.0
12953,5654,1.0
12955,25536,1.0
12956,25537,1.0
9171,13029,1.0
12957,25538,1.0
9160,944,1.0
12976,25559,1.0
6791,9387,1.0
6792,18324,1.0
9137,867,1.0
9136,3232,1.0
12984,10719,1.0
9135,20896,1.0
9134,20895,1.0
9133,20894,1.0
12985,23244,1.0
9129,20891,1.0
12986,25578,1.0
6814,18345,1.0
12988,5935,1.0
6818,11300,1.0
12990,25594,1.0
1792,14537,1.0
12993,4401,1.0
12994,5478,1.0
12995,25598,1.0
12996,25599,1.0
9123,20886,1.0
9122,20885,1.0
6824,18355,1.0
12997,25602,1.0
9120,20883,1.0
9138,20899,1.0
12983,14600,1.0
9139,20901,1.0
12980,25563,1.0
12977,25560,1.0
9157,20915,1.0
9155,20913,1.0
12978,25561,1.0
9153,20912,1.0
12979,10711,1.0
9152,7592,1.0
9151,20909,1.0
9150,20908,1.0
6798,18329,1.0
6801,1032,1.0
6807,18340,1.0
9146,6419,1.0
1821,14548,1.0
9144,20905,1.0
9143,20904,1.0
6804,6805,1.0
1816,14546,1.0
12982,25569,1.0
6805,8007,1.0
9142,5750,1.0
9140,6796,1.0
9324,21088,1.0
12808,25353,1.0
9531,12912,1.0
9473,8357,1.0
9472,11215,1.0
9470,21304,1.0
9469,21302,1.0
9468,11485,1.0
6403,2151,1.0
9466,10599,1.0
9465,2435,1.0
12655,25153,1.0
12656,10814,1.0
12657,25155,1.0
9464,21296,1.0
9463,21295,1.0
9461,21294,1.0
2303,14762,1.0
12658,25157,1.0
2300,14761,1.0
12661,25158,1.0
12662,14031,1.0
9459,21290,1.0
6412,17941,1.0
6414,17943,1.0
12663,25164,1.0
9456,21288,1.0
12652,25148,1.0
12651,9667,1.0
2290,14759,1.0
12650,25143,1.0
9479,3130,1.0
6380,7046,1.0
6381,17918,1.0
12634,25126,1.0
9478,21312,1.0
12635,25128,1.0
9477,12155,1.0
6385,17919,1.0
2333,7710,1.0
12638,13103,1.0
12639,6262,1.0
12640,4058,1.0
12641,23853,1.0
9475,13037,1.0
6389,17920,1.0
12643,25135,1.0
12644,25137,1.0
12646,23009,1.0
9474,13235,1.0
6391,17922,1.0
12647,25140,1.0
6392,17923,1.0
12649,25141,1.0
6418,17950,1.0
12664,11036,1.0
6461,17997,1.0
12673,14058,1.0
9436,4599,1.0
12676,14441,1.0
6445,17987,1.0
9434,21258,1.0
2259,10833,1.0
12679,25193,1.0
12680,25194,1.0
12681,14070,1.0
9431,12079,1.0
12682,25195,1.0
2255,2369,1.0
6448,2223,1.0
6449,2508,1.0
9429,21245,1.0
6451,17994,1.0
12683,25198,1.0
12685,1342,1.0
6454,17995,1.0
12686,25199,1.0
9427,13603,1.0
12687,25200,1.0
6456,11031,1.0
6457,10258,1.0
12674,25188,1.0
6439,2766,1.0
9455,917,1.0
12672,5662,1.0
9453,21283,1.0
9452,10352,1.0
12665,25168,1.0
12666,25169,1.0
12667,20516,1.0
6419,6488,1.0
12668,25170,1.0
2286,14757,1.0
6424,17955,1.0
9450,21275,1.0
9449,2555,1.0
12669,25172,1.0
9447,7313,1.0
9446,21272,1.0
9444,21271,1.0
9443,21270,1.0
6430,17969,1.0
6431,17970,1.0
6432,17971,1.0
9442,21269,1.0
9441,17664,1.0
9439,21267,1.0
9438,21266,1.0
12633,25122,1.0
