node1,node2,flow
39125,7092,1.0
41326,84751,1.0
35063,77766,1.0
48719,84246,1.0
16680,24689,1.0
42769,86539,1.0
16682,8840,1.0
37483,77412,1.0
34678,77359,1.0
32656,56685,1.0
52233,77816,1.0
6157,55182,1.0
41327,20361,1.0
48723,93653,1.0
41328,5871,1.0
29716,654,1.0
16662,61082,1.0
48722,93650,1.0
34680,77360,1.0
48721,86447,1.0
39122,42757,1.0
29713,37708,1.0
42767,59240,1.0
29712,72241,1.0
26698,69327,1.0
52232,30932,1.0
38527,65035,1.0
29711,55881,1.0
38526,22501,1.0
16670,29066,1.0
44274,63342,1.0
44735,41008,1.0
38521,40522,1.0
16743,38284,1.0
16744,47180,1.0
6054,8593,1.0
52273,97950,1.0
16829,61186,1.0
52274,41492,1.0
16830,61187,1.0
16833,61188,1.0
42795,6314,1.0
16834,61190,1.0
52275,27348,1.0
42796,9629,1.0
38516,48633,1.0
25135,21543,1.0
26694,1942,1.0
25134,25135,1.0
16837,61195,1.0
42797,17274,1.0
35072,18954,1.0
41320,23663,1.0
45144,89216,1.0
29674,23574,1.0
42794,86560,1.0
42792,51567,1.0
32689,55605,1.0
16812,61172,1.0
16813,61173,1.0
38515,45752,1.0
29679,72208,1.0
48677,72587,1.0
16817,61177,1.0
16819,61178,1.0
48674,93566,1.0
42786,71933,1.0
48673,93562,1.0
42787,30390,1.0
16821,13916,1.0
42788,8931,1.0
48671,17255,1.0
42789,10209,1.0
52272,4655,1.0
42790,52094,1.0
52277,94647,1.0
25980,68654,1.0
16847,61203,1.0
29668,72191,1.0
52279,97953,1.0
42809,86576,1.0
39972,72591,1.0
52280,97954,1.0
16875,28897,1.0
42810,16435,1.0
16877,9824,1.0
16879,21614,1.0
16881,2045,1.0
16882,20208,1.0
52282,58779,1.0
48663,93538,1.0
52283,20853,1.0
32696,24105,1.0
52284,97957,1.0
52285,17732,1.0
6027,8316,1.0
25983,68656,1.0
32693,75268,1.0
48670,93553,1.0
41316,37858,1.0
41319,84737,1.0
52278,73788,1.0
45145,89217,1.0
42799,86566,1.0
29671,47032,1.0
37493,80438,1.0
42801,86568,1.0
36509,79358,1.0
16854,61211,1.0
16856,61212,1.0
45147,44498,1.0
37494,389,1.0
34670,26381,1.0
35073,27774,1.0
45148,89220,1.0
42803,75803,1.0
42807,62695,1.0
48678,93579,1.0
52270,6868,1.0
42777,86544,1.0
42780,86550,1.0
29689,30536,1.0
42779,8966,1.0
16769,20007,1.0
39137,43407,1.0
44730,82676,1.0
16770,61149,1.0
32678,73494,1.0
48685,93601,1.0
44729,49045,1.0
52269,42979,1.0
42781,86552,1.0
16773,34693,1.0
52258,16805,1.0
39139,39242,1.0
32679,27055,1.0
29686,72215,1.0
32680,30914,1.0
45139,89213,1.0
29690,27834,1.0
44731,3231,1.0
29691,72218,1.0
32675,9093,1.0
52250,42320,1.0
29696,72226,1.0
52251,97925,1.0
36514,29690,1.0
16755,1550,1.0
52253,97927,1.0
29694,13208,1.0
52254,16181,1.0
35067,30399,1.0
52255,86401,1.0
48687,93606,1.0
29692,72221,1.0
38520,34248,1.0
44732,88748,1.0
16759,61140,1.0
16760,61141,1.0
48686,93605,1.0
38519,15771,1.0
29685,23499,1.0
16775,10109,1.0
41323,84741,1.0
52266,39867,1.0
16788,50171,1.0
39797,15669,1.0
36510,79360,1.0
35068,28521,1.0
16791,42107,1.0
45142,89215,1.0
42782,1866,1.0
32683,8838,1.0
6075,55134,1.0
45143,13237,1.0
16802,52587,1.0
39974,16913,1.0
52268,97944,1.0
48680,49527,1.0
35589,78324,1.0
38517,13537,1.0
52265,37424,1.0
52264,97941,1.0
